SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
EAST RAJASTHAN,1952,0.7,3.3,0.9,2.1,0.3,109.2,360.4,224.1,7.5,0.2,0,3.9,712.7,4,3.4,701.2,4.2
EAST RAJASTHAN,1953,32.3,0,0,1.4,2.3,59.8,164.3,272.2,50.3,2.2,0,1,585.9,32.3,3.8,546.6,3.3
EAST RAJASTHAN,1954,3.9,19.6,4.8,0,0.1,42.5,253.4,77.6,240.1,23.6,0.4,0,665.9,23.5,4.9,613.5,24
EAST RAJASTHAN,1955,9.5,3.6,0.7,0,3.4,100.3,61.1,358.6,233,74.3,0,0.1,844.6,13.1,4.1,752.9,74.5
EAST RAJASTHAN,1956,6,0.6,9.8,0.2,1.7,35.1,440.6,215.4,51.5,161.9,0.8,5.3,928.8,6.5,11.7,742.6,168
EAST RAJASTHAN,1957,26.5,0.1,13.4,0.6,3.7,63.4,243.6,222.4,71.2,12.6,1.6,3.2,662.2,26.6,17.7,600.6,17.4
EAST RAJASTHAN,1958,3.9,0.7,0.8,0.5,1.4,46.2,288.8,153.9,224.8,14.5,6.1,1.1,742.7,4.6,2.7,713.7,21.7
EAST RAJASTHAN,1959,6,0.1,0.2,3.8,34.8,36.8,252.3,248.9,152.6,43,7.5,0.3,786.2,6.1,38.9,690.5,50.8
EAST RAJASTHAN,1960,1.8,0,7,1.2,5.3,63.1,152.1,332,20.2,7.4,0,1.5,591.6,1.8,13.5,567.3,8.9
EAST RAJASTHAN,1961,11.9,7,0,0.6,5,39.2,227.8,225.7,337.2,23,6,0.9,884.2,18.9,5.6,829.8,29.9
EAST RAJASTHAN,1962,1.1,1.5,3.6,2.1,2.9,5.1,262.4,176,139.9,0,1.7,7.8,604.1,2.6,8.6,583.4,9.5
EAST RAJASTHAN,1963,0.4,1.4,1,2.7,2,33.2,130.3,283.9,97.3,6.9,17.6,0.9,577.7,1.9,5.7,544.7,25.4
EAST RAJASTHAN,1964,0,0,0,0.1,30.6,42,211.1,289.6,71.7,0.1,0,1,646.3,0,30.7,614.5,1.2
EAST RAJASTHAN,1965,4.6,4.2,1.9,3.1,3.3,7,201.7,106.9,83.4,7.8,0,0,423.8,8.8,8.3,399,7.8
EAST RAJASTHAN,1966,0.1,2.6,0,0,12.7,74.8,141.7,156.2,81.3,0.6,3.1,0.2,473.4,2.8,12.8,454,3.9
EAST RAJASTHAN,1967,0,0,57.4,1.4,2.6,87.3,157.3,250.9,163.1,1.1,1.3,37.7,759.9,0,61.3,658.5,40.1
EAST RAJASTHAN,1968,8.6,1.5,6.6,0.1,4.2,5.2,296.2,181.3,10.7,4.9,0,0.2,519.6,10.1,11,493.4,5.1
EAST RAJASTHAN,1969,3.5,1.1,1.7,1.9,4.9,16.7,226.4,258.5,117.2,0.1,2.1,0,634.1,4.6,8.5,618.8,2.2
EAST RAJASTHAN,1970,6.7,25.3,1.7,0.1,5.8,91.7,146.3,318.9,117.3,4.6,0,0,718.4,32,7.6,674.2,4.6
EAST RAJASTHAN,1971,2.8,0.7,0.1,1.2,33,171.3,288.9,155,117.2,13.6,0.6,0,784.4,3.5,34.3,732.4,14.2
EAST RAJASTHAN,1972,0.4,4.4,0,1.1,0.8,72.4,86.7,259.9,21.9,3.3,3.3,0.1,454.3,4.8,2,440.9,6.6
EAST RAJASTHAN,1973,3.3,3.2,0.6,0.1,12.8,36.1,260.2,380.9,242.4,6.7,0,1.9,948.2,6.5,13.5,919.5,8.6
EAST RAJASTHAN,1974,0,0,0.4,0.2,18.1,30.6,297.8,165.4,19.2,77,0,3.2,611.8,0,18.7,512.9,80.2
EAST RAJASTHAN,1975,1.2,0.5,1.4,0.2,2.3,87.1,271,317.6,173.9,42.6,0.1,0,897.9,1.7,3.9,849.6,42.7
EAST RAJASTHAN,1976,8.7,6.4,0.1,1.4,12.2,90.8,201.2,318,126.2,0.2,50.2,0,815.3,15.1,13.7,736.1,50.4
EAST RAJASTHAN,1977,10.8,2.3,0.1,6.4,18.9,112.7,394.9,223.1,115.1,1.1,1.9,0.2,887.5,13.1,25.3,845.8,3.2
EAST RAJASTHAN,1978,0.3,10.3,4.1,2.5,0,83.4,302.9,249.5,55.9,4.7,8,5.6,727.1,10.5,6.6,691.7,18.3
EAST RAJASTHAN,1979,6.6,25.8,2.8,0.9,16.5,47.6,206.5,129.7,14.7,3.3,58.1,2.7,515.1,32.4,20.1,398.5,64.1
EAST RAJASTHAN,1980,0.7,0.5,3.6,0.1,1.7,141.2,203,150.5,28,1,0.8,16.3,547.5,1.2,5.4,522.7,18.1
EAST RAJASTHAN,1981,4.4,0.8,4.7,0.2,7.7,57.7,299.4,141.8,64.6,8.7,23.8,1.5,615.3,5.2,12.6,563.5,34
EAST RAJASTHAN,1982,16.7,4.4,7.1,16.6,32,28.6,178.1,294.3,19.4,10.7,48.4,4,660.2,21,55.8,520.4,63.1
EAST RAJASTHAN,1983,3.6,1.6,0.1,29.4,31.9,72.4,256.5,240,127.9,31.8,0,0.1,795.3,5.2,61.3,696.7,32
EAST RAJASTHAN,1984,1.2,0.3,0,0.3,0.3,32.5,147.9,272,108.8,0.1,0,0,563.3,1.5,0.5,561.1,0.1
EAST RAJASTHAN,1985,0.9,0.1,0.6,3.9,6,21,176.8,245,37.5,87.6,0.2,8.5,588.1,1,10.5,480.3,96.4
EAST RAJASTHAN,1986,3.7,21.3,1.1,0.6,24.4,54.3,312.6,146.6,18.7,6.6,0,0.1,590.1,25.1,26.1,532.2,6.7
EAST RAJASTHAN,1987,11.2,4.6,1.5,0.1,20.9,44.2,57.1,226.2,27.9,19,0,23.2,435.7,15.8,22.4,355.4,42.1
EAST RAJASTHAN,1988,1.9,1.4,6.4,4.3,2.2,96.4,229.8,204.3,82.3,10.3,0.1,0.7,640.1,3.3,12.9,612.8,11.1
EAST RAJASTHAN,1989,6.8,0.1,2.2,0.1,0.4,52.5,130.6,283.7,33.1,0,0.5,0.5,510.5,6.9,2.7,500,1
EAST RAJASTHAN,1990,0,27.5,1,0.7,18.9,75.4,229,253.3,162.3,6.1,5.1,0.8,780.1,27.5,20.6,720,11.9
EAST RAJASTHAN,1991,0.2,2.5,0.4,11,3,18.1,274.6,214.4,43.1,0.3,5.2,5.9,578.6,2.7,14.4,550.1,11.4
EAST RAJASTHAN,1992,7.1,2.3,2.9,0.5,10.4,18,244.9,260.2,125.8,42.2,8.5,0.7,723.6,9.4,13.8,649,51.4
EAST RAJASTHAN,1993,0.2,8.8,4,4,4.5,98.5,262.8,92.1,113.9,5.9,0.4,0.1,595.2,9,12.5,567.3,6.4
EAST RAJASTHAN,1994,23.3,0.9,0.5,7.1,4.5,116.6,319.3,259.8,106.8,0,0.4,0,839.2,24.1,12.1,802.5,0.4
EAST RAJASTHAN,1995,29.8,2.9,7,0.7,0.8,22.6,275.4,310.8,92.4,6.5,0,5.3,754.3,32.7,8.5,701.3,11.8
EAST RAJASTHAN,1996,3.8,5.2,1.4,3,8.5,118.2,202.6,256,103.4,13.2,0.3,0,715.7,9,12.9,680.2,13.5
EAST RAJASTHAN,1997,0.8,0.2,1.7,10.2,14.2,52.1,143.2,196.6,78.7,45.8,11.8,18.5,573.9,1,26.1,470.6,76.1
EAST RAJASTHAN,1998,0,1.8,3.7,3.4,2.2,46.4,145.9,118.1,114.8,36.7,2.7,0,475.8,1.8,9.3,425.2,39.5
EAST RAJASTHAN,1999,1.6,4.9,0.1,0.1,6.3,53.4,190.5,70.9,65.1,15.5,0,0.1,408.4,6.5,6.4,379.9,15.6
EAST RAJASTHAN,2000,0.3,0.6,0.4,2.3,21,20.2,270.6,95.5,28.7,0.4,0,0.1,440,0.8,23.7,415,0.5
WEST MADHYA PRADESH,1951,5.3,0.4,6,0.5,3.5,88,231.7,205.5,85.5,18.9,4.4,0,649.7,5.7,10,610.7,23.2
WEST MADHYA PRADESH,1952,0.7,8.9,1.7,1.7,0.8,163.6,367.7,239.4,35.8,1.4,0,7.6,829.1,9.5,4.2,806.4,9
WEST MADHYA PRADESH,1953,19.1,0,0,2,1.1,72.6,273,304.2,107.1,14.5,0,0.1,793.7,19.1,3.1,756.9,14.6
WEST MADHYA PRADESH,1954,12.3,11.9,5.4,0.1,1,70.6,318.7,183.2,480.1,16.9,0.3,0,1100.7,24.2,6.6,1052.6,17.3
WEST MADHYA PRADESH,1955,26.8,2.2,0.6,1.5,1.5,188.8,97.7,441.1,249.5,139.5,0,0,1149.2,29,3.6,977.1,139.5
WEST MADHYA PRADESH,1956,10.9,0.8,3.5,0.4,49.1,112.1,411.4,235.5,127.8,95.8,12.8,5.7,1065.8,11.7,53,886.8,114.3
WEST MADHYA PRADESH,1957,12.5,0.1,30.4,5.6,4,89.3,223.2,339.9,112.7,12.5,1.2,1.6,832.9,12.6,40,765,15.2
WEST MADHYA PRADESH,1958,3.2,1.3,1.4,3.2,0.9,82.5,383.6,284,271.1,57.7,10.1,0.7,1099.7,4.5,5.6,1021.2,68.5
WEST MADHYA PRADESH,1959,23,0.1,0.2,4,22,78.9,395.5,325.8,254.3,70.7,7,0,1181.4,23.1,26.1,1054.5,77.8
WEST MADHYA PRADESH,1960,25.2,0,12.4,1.4,6.6,132.5,203.2,392.9,53.6,53.2,0,1.5,882.3,25.2,20.3,782.1,54.6
WEST MADHYA PRADESH,1961,22,1.8,0.5,0.7,6.9,74,311.3,318.8,559.4,128.5,8.3,1.3,1433.7,23.9,8.2,1263.5,138.2
WEST MADHYA PRADESH,1962,6.7,4.9,7.8,8.4,4.1,16.4,308.7,207,313.3,0.1,8.2,20.3,905.9,11.6,20.3,845.5,28.6
WEST MADHYA PRADESH,1963,6.1,5.5,2.5,3,3.9,71,235.2,363.1,155.4,26.8,30.6,2.2,905.4,11.6,9.4,824.8,59.5
WEST MADHYA PRADESH,1964,0,0,2.2,0,7.7,111.7,278.8,312.2,163.3,2.8,0,1.2,880.1,0.1,10,866,4.1
WEST MADHYA PRADESH,1965,4.8,0.7,1.6,2,0.6,31.1,270.8,142.5,124,5.9,1,9.6,594.7,5.5,4.2,568.5,16.5
WEST MADHYA PRADESH,1966,4,0.9,2.2,0.1,2.8,69.2,267.7,200.6,104,0.6,23.8,4.1,680,4.9,5.1,641.5,28.5
WEST MADHYA PRADESH,1967,0,0,31.9,2.5,0.9,125.9,223.5,253.8,222.2,2.3,0.1,82.5,945.6,0,35.3,825.4,84.9
WEST MADHYA PRADESH,1968,9.2,2,9.7,1.2,0.2,34.4,404.1,291.9,94.1,14.1,0,0.4,861.2,11.2,11.1,824.4,14.5
WEST MADHYA PRADESH,1969,5.7,0.3,0,0.2,0.8,47.9,393.4,395.9,226.5,0,45.8,0.3,1117,6.1,1.1,1063.7,46.1
WEST MADHYA PRADESH,1970,19.9,12.1,8.3,0.5,12.2,254.4,186.5,346.6,265.8,6.8,0,0,1113.2,32,21,1053.4,6.8
WEST MADHYA PRADESH,1971,5.4,2,1.2,2.8,17.7,183.9,446.9,220.3,209.6,45.6,0.2,0,1135.7,7.3,21.8,1060.8,45.8
WEST MADHYA PRADESH,1972,0.1,3.7,0.1,0.1,1.9,92,161.5,421.3,74.4,3.9,10.1,1.1,770.3,3.8,2.1,749.3,15.1
WEST MADHYA PRADESH,1973,0.1,5.2,0,0.3,2.6,74,553.1,478.8,256.6,26.2,0.2,9.8,1406.9,5.3,2.9,1362.5,36.2
WEST MADHYA PRADESH,1974,0.2,0.6,0.3,0.7,14.6,40.8,289.5,372.9,65.3,89,0.8,1.9,876.6,0.8,15.7,768.5,91.6
WEST MADHYA PRADESH,1975,1.2,3.4,0.6,0.2,3.4,136.2,265.4,357.7,245.3,51,0,0.3,1064.6,4.6,4.2,1004.6,51.2
WEST MADHYA PRADESH,1976,7.3,0.7,3.4,3.8,8.4,158.9,261.3,350.5,183.3,1.2,46.8,2,1027.7,8,15.6,954,50.1
WEST MADHYA PRADESH,1977,2.5,5.3,4.9,3,10.3,157.3,265.3,316.1,188.8,12.5,35.2,1.6,1002.7,7.8,18.2,927.4,49.4
WEST MADHYA PRADESH,1978,3.5,15.7,5.5,4,0,138,318.7,409.3,61.8,7.3,21.9,17.5,1003.3,19.3,9.5,927.8,46.8
WEST MADHYA PRADESH,1979,21.3,35.2,8.5,0.2,9.3,110.1,195.7,260,34.9,6.1,97.7,2.8,781.9,56.5,18.1,600.7,106.6
WEST MADHYA PRADESH,1980,0.4,0.7,0.5,0.2,0.9,254.4,186.8,345.7,50.3,3.4,1.8,28.9,873.9,1.1,1.6,837.2,34
WEST MADHYA PRADESH,1981,4.3,0.4,10.1,0.1,10.7,118.1,268.7,297.2,122.5,20.6,19.1,18.4,890.2,4.7,20.9,806.3,58.2
WEST MADHYA PRADESH,1982,44.8,4.7,3.2,2.7,8.3,61.5,247.2,386.7,89.3,23.3,60,2.4,934.1,49.6,14.1,784.7,85.6
WEST MADHYA PRADESH,1983,4.8,0.6,0.1,13.7,13.9,88.3,238.2,364.4,291.5,55.2,0,1.1,1071.9,5.4,27.7,982.5,56.3
WEST MADHYA PRADESH,1984,15.2,6.1,0,0.1,0,63.5,165.3,536,60.3,12.5,0,0.5,859.5,21.3,0.1,825.2,13
WEST MADHYA PRADESH,1985,2.1,0,0.2,4.5,4.2,55.4,211.7,294.4,144.4,157.8,0,0,874.7,2.1,8.9,705.9,157.8
WEST MADHYA PRADESH,1986,9.5,40.5,2.5,0.2,5.3,129.8,470.6,237.5,33.4,6.5,0.1,1.2,937.1,50,8,871.3,7.8
WEST MADHYA PRADESH,1987,25.7,13.2,0.6,0,7.1,74.3,144.2,362.7,77.7,55.1,8.1,15.3,783.9,38.9,7.7,658.9,78.5
WEST MADHYA PRADESH,1988,3.5,0.6,2.2,5.1,4.7,136,313.6,278.9,146.5,59.5,0.4,0.1,951.2,4.1,12,875,60.1
WEST MADHYA PRADESH,1989,2.3,0.2,9.4,0.2,2.9,129.8,150.5,369.5,88.2,0.6,0,4.8,758.5,2.5,12.5,738.1,5.4
WEST MADHYA PRADESH,1990,0.7,9.3,1.3,1,29.4,161.2,265,384.2,258.3,23.2,2.8,7.6,1144,10,31.8,1068.7,33.6
WEST MADHYA PRADESH,1991,0.1,3.6,1.3,3.3,1.3,96.4,344.7,262.2,25.1,0,3.8,3.6,745.5,3.7,5.9,728.5,7.4
WEST MADHYA PRADESH,1992,0.1,0.2,0.1,0.1,5.8,51,211.8,314.4,105.9,62.7,2.2,0,754.2,0.2,6,683.1,64.9
WEST MADHYA PRADESH,1993,0,5,7.2,0.6,2.9,113.5,337.7,236.9,300.5,22.1,1.3,4.1,1031.9,5,10.7,988.7,27.5
WEST MADHYA PRADESH,1994,14.7,5.4,0.2,5.5,1.3,221.1,352.9,385.8,187.2,2.6,2.9,0,1179.5,20.1,6.9,1147,5.5
WEST MADHYA PRADESH,1995,14.7,0.8,15.6,1.4,1.3,67.2,320.2,252.1,163.6,19.6,0,8.1,864.7,15.5,18.3,803.1,27.7
WEST MADHYA PRADESH,1996,10.3,4.7,2.2,0.4,1.4,48.6,438.5,366.3,154.7,57.3,1.1,0,1085.4,15,4,1008,58.4
WEST MADHYA PRADESH,1997,3,0,0.7,4,1.7,89.7,345.9,334.8,97.2,36.1,51.4,93.9,1058.3,3,6.4,867.6,181.4
WEST MADHYA PRADESH,1998,2.5,0.6,8.9,1.9,0.6,92.9,279,208.4,286.6,39.1,6.4,0,926.9,3.1,11.3,867,45.5
WEST MADHYA PRADESH,1999,0.9,31,0,0,4.5,127,284,188,330.8,86.2,0.3,0,1052.7,32,4.5,929.8,86.5
WEST MADHYA PRADESH,2000,0.1,NA,0.1,0.1,30.1,93.4,320.5,136.2,31.6,1.2,0,0.2,NA,NA,30.3,581.7,1.4
EAST MADHYA PRADESH,1951,19.3,21,44.5,16.5,9.9,138.5,285.8,382.4,221.6,35.9,0,0,1175.6,40.3,70.9,1028.4,35.9
EAST MADHYA PRADESH,1952,1.1,27.1,8.8,2.9,2.6,196.4,386.8,400.3,117.1,8.3,0,4,1155.3,28.1,14.3,1100.6,12.3
EAST MADHYA PRADESH,1953,16.4,4.8,0,7.1,2,42.7,408.3,348,160.8,16.3,0,0.6,1007.1,21.3,9.1,959.8,16.9
EAST MADHYA PRADESH,1954,16.6,12.2,6.4,3.1,0.1,80.5,329.7,289.5,332,5.8,0,0.6,1076.7,28.9,9.6,1031.8,6.4
EAST MADHYA PRADESH,1955,70.9,3,1.6,3,3.4,236.4,260.2,427.1,295.7,119.6,0,0,1421,73.9,8.1,1219.4,119.6
EAST MADHYA PRADESH,1956,14.1,5.5,6.6,1.7,25.9,187.9,525.3,415.2,184.9,73.3,53.7,21.8,1515.8,19.6,34.1,1313.3,148.8
EAST MADHYA PRADESH,1957,20.8,0.9,63.8,17.9,6.2,61.3,349.7,359.5,113.6,6.6,0,0.5,1000.8,21.8,87.9,884.1,7.1
EAST MADHYA PRADESH,1958,8.1,17,14.2,6,1.3,65.7,435.8,273.6,236.6,109.6,3.5,0.1,1171.6,25.1,21.5,1011.8,113.1
EAST MADHYA PRADESH,1959,49.1,3.8,1.4,8.1,30.2,81.3,437.8,397.3,231.2,61.7,0.3,0,1302.4,52.9,39.8,1147.7,62
EAST MADHYA PRADESH,1960,46.8,0.1,24.6,6.2,1.3,113.1,376.3,495.3,82.7,104.8,0,0.8,1252,46.9,32.1,1067.4,105.6
EAST MADHYA PRADESH,1961,29,11.2,3.8,5.8,8.4,132.9,499.4,462.9,358.4,65.7,7.5,13.7,1598.8,40.3,18,1453.7,86.8
EAST MADHYA PRADESH,1962,12.8,23.1,21.5,9.5,9.5,55.5,327.2,325.7,229.5,1.4,1.7,51,1068.4,36,40.4,937.9,54.1
EAST MADHYA PRADESH,1963,7.2,13.5,5.7,16.2,10.7,147.9,274.2,364.4,243.6,27.9,7.7,1.2,1120.1,20.7,32.5,1030.1,36.8
EAST MADHYA PRADESH,1964,0.2,8.1,2.2,1.3,2.5,131.5,360.1,433,226,21.3,0.9,0.2,1187.3,8.3,6,1150.6,22.4
EAST MADHYA PRADESH,1965,4.6,0.9,15.3,12.5,0.6,68.5,205.9,185,184.2,11.2,0.1,9.1,697.8,5.4,28.4,643.5,20.5
EAST MADHYA PRADESH,1966,13.2,3.8,1.9,0.7,7.6,210.7,253.4,262,51,2.2,34,8.8,849.1,17,10.1,777,45
EAST MADHYA PRADESH,1967,0.2,0,53.3,1.1,2.1,118.5,396.5,481.2,262,5.8,1.1,86,1407.8,0.2,56.5,1258.3,92.9
EAST MADHYA PRADESH,1968,35.7,12.1,8.8,3.5,1.2,101.9,355.8,281.3,151.5,20.4,0,1.5,973.6,47.8,13.4,890.4,22
EAST MADHYA PRADESH,1969,8.3,2.7,1.1,0.7,9.7,41.7,553.4,392.8,198.3,0,33.2,0,1242.1,11.1,11.6,1186.3,33.2
EAST MADHYA PRADESH,1970,60.6,29.4,36.3,1.4,12.5,198.2,268.5,481.2,250.6,3.6,0,0,1342.2,90,50.1,1198.5,3.6
EAST MADHYA PRADESH,1971,34.6,8.3,11.4,13.6,30,356.6,507.9,286.3,159.2,110.9,0,0,1518.7,42.9,55,1309.9,110.9
EAST MADHYA PRADESH,1972,0.4,10.4,0.1,2.3,0.2,54.1,207.7,555.7,140.8,25.4,34.9,6.2,1038.3,10.9,2.7,958.3,66.5
EAST MADHYA PRADESH,1973,1,29.3,0.1,1,1.1,54.8,440.4,430.2,205.2,81.7,0,7.6,1252.3,30.3,2.3,1130.5,89.2
EAST MADHYA PRADESH,1974,0.2,6.8,1.3,0.1,4.2,98.8,303.2,420,55,76.3,5.1,0.2,971.1,7,5.6,876.9,81.6
EAST MADHYA PRADESH,1975,11.8,11.3,13.1,0.1,1.4,190.4,371.8,568.5,171.8,94,0.1,0,1434.5,23.1,14.6,1302.5,94.2
EAST MADHYA PRADESH,1976,13.5,2.4,5.6,14.6,10.7,84.7,370.6,366.6,173.5,0.3,12.3,0.9,1055.6,15.9,30.9,995.3,13.5
EAST MADHYA PRADESH,1977,10.3,4.6,4.6,7.4,7.7,275.8,340.2,420.5,167.9,61.7,66.6,4.9,1372.2,14.9,19.7,1204.4,133.2
EAST MADHYA PRADESH,1978,22.3,73.6,30.5,5,0.2,209.1,338.2,428.7,215.7,8.1,14.3,46.8,1392.6,95.8,35.8,1191.8,69.3
EAST MADHYA PRADESH,1979,47.5,45.4,2.5,0.4,11.2,98.9,243.8,226.7,64.5,6,61.3,1.5,809.8,93,14.2,633.9,68.8
EAST MADHYA PRADESH,1980,9.5,4,4,0.6,1.3,250.1,372,516.7,174.9,2.4,0.3,33.3,1369.2,13.5,5.9,1313.7,36
EAST MADHYA PRADESH,1981,13.6,1.1,24.3,2.1,14.8,152,338.9,270.2,193.8,4,5.5,15.8,1036,14.7,41.1,954.9,25.4
EAST MADHYA PRADESH,1982,86,13.4,9.7,1.7,21.4,97.1,271.7,585.4,160.6,26.5,22.2,1.5,1297.3,99.4,32.8,1114.9,50.2
EAST MADHYA PRADESH,1983,10.5,12.4,0.2,7.9,10.3,98.1,350.9,319.8,396.4,64.9,0,4.1,1275.5,22.9,18.4,1165.2,69
EAST MADHYA PRADESH,1984,53.7,37.6,0,3.4,2,91.4,202,590.3,114,14.8,0,1.5,1110.6,91.3,5.3,997.6,16.4
EAST MADHYA PRADESH,1985,42.7,6.2,0.3,5.5,3.2,94.9,398.1,340.2,127,97.2,0,0,1115.4,48.9,9.1,960.2,97.2
EAST MADHYA PRADESH,1986,11.7,99,19.8,1.4,11.6,186.8,317.2,243,82.5,14,1.1,41.1,1029.2,110.6,32.9,829.4,56.2
EAST MADHYA PRADESH,1987,37.7,44.9,8,0.1,8.2,45.2,248.6,307.2,314.3,81.4,16.9,3.6,1116.1,82.6,16.2,915.4,101.9
EAST MADHYA PRADESH,1988,7.1,17.6,4.6,5.6,4.1,199.1,363.7,338.1,107.5,19.9,0,2.2,1069.4,24.7,14.3,1008.3,22.1
EAST MADHYA PRADESH,1989,0.4,0,18.5,0,3.4,190.3,197.7,358.9,125.3,1.4,1.5,23.6,920.9,0.4,21.9,872.2,26.5
EAST MADHYA PRADESH,1990,0.8,31.1,2.2,2.1,32,315.2,334.7,285.7,331.3,37.3,0,7.5,1380,31.9,36.4,1266.9,44.9
EAST MADHYA PRADESH,1991,3.5,7.8,16.1,3.4,2.6,98.6,319.3,488.1,67.3,5.1,2.9,2.1,1016.9,11.3,22,973.4,10.2
EAST MADHYA PRADESH,1992,0,0,0.5,0.4,7.1,38.4,295.4,465.7,235.6,7.9,0.1,0,1051.1,0.1,8,1035.1,8
EAST MADHYA PRADESH,1993,0,12.2,15.8,1,5.5,105.6,252.9,288.1,415.9,21.7,0.1,0,1118.9,12.2,22.3,1062.5,21.9
EAST MADHYA PRADESH,1994,9.5,10.7,0,9.9,1,264.7,550.2,512.1,150.5,24.8,0.4,0,1533.7,20.2,10.9,1477.5,25.1
EAST MADHYA PRADESH,1995,24.1,8.9,47,3.2,2.1,81,361.9,355.3,128.7,5.2,2.1,12.8,1032.3,33.1,52.3,926.9,20.1
EAST MADHYA PRADESH,1996,39.1,15.9,3.5,1.9,0.9,67.2,312.4,369.5,129,47.3,0,0,986.6,55,6.2,878.1,47.3
EAST MADHYA PRADESH,1997,4,0,0.6,7.4,3.3,95.1,449.1,358.9,198,61.6,76.4,102.6,1357.1,4,11.3,1101.1,240.6
EAST MADHYA PRADESH,1998,29.7,5.7,24.1,5.2,2.9,84.4,297.2,323.3,187.1,20.4,33.4,0,1013.4,35.4,32.2,892.1,53.8
EAST MADHYA PRADESH,1999,1.5,21.2,0,0,4.8,122.5,336.3,355.9,522.7,79,0,0,1443.9,22.7,4.8,1337.4,79
EAST MADHYA PRADESH,2000,0.1,0,0.1,0.1,7.4,167.5,377.7,208.2,111.4,1.8,0,0,874.2,0.1,7.5,864.9,1.8
GUJARAT REGION,1951,0,0,0.4,0.3,2.1,65.6,218.6,162.6,7.3,13.9,7.3,0.3,478.3,0,2.7,454.1,21.5
GUJARAT REGION,1952,0,0,0,0,0.2,138.7,487.7,136.4,11.6,1.8,0,0,776.6,0,0.3,774.5,1.8
GUJARAT REGION,1953,12.6,0,0,0.1,0.3,143.6,240,552.9,104.5,1,0,0.4,1055.5,12.6,0.4,1041,1.4
GUJARAT REGION,1954,0.1,2,5.5,0,0.2,114.3,355,214.1,522,32,0.1,2.6,1248,2.2,5.7,1205.5,34.7
GUJARAT REGION,1955,0.3,0.1,0.1,0.7,3.1,104.9,109.9,393.5,311.4,51.4,0.1,0,975.7,0.4,4,919.8,51.5
GUJARAT REGION,1956,0,0.1,0,0.1,26.5,102.9,661.3,329.8,135,107.4,2.2,1.4,1366.6,0.1,26.6,1229,110.9
GUJARAT REGION,1957,2.3,0,0.2,0,5.7,151.8,257.1,198.7,16.1,7.5,8.2,0.2,647.8,2.3,6,623.6,15.9
GUJARAT REGION,1958,1,0,0.3,1.1,0.7,103.4,336.8,287.1,335.9,46.9,10,0.1,1123.1,1,2,1063.2,56.9
GUJARAT REGION,1959,0,0,0,2.8,1.4,98,632.6,321.8,377.6,121.7,4.7,0,1560.7,0,4.2,1430.1,126.4
GUJARAT REGION,1960,1.6,0,0.2,0,8,131.4,218.3,210.6,73.1,6.3,0,0.1,649.6,1.6,8.2,633.3,6.5
GUJARAT REGION,1961,0,0.6,0,0,0.6,90.2,365.1,174.6,297.7,16.1,0.1,0,945.1,0.6,0.6,927.6,16.2
GUJARAT REGION,1962,0,0,1.4,1.3,2.3,49.3,298.8,181,227.1,0,8.9,2.9,773,0,5,756.2,11.8
GUJARAT REGION,1963,1.4,0,0.9,0.3,0.3,65.4,291.4,350.9,227.6,26,33.1,0.4,997.9,1.4,1.6,935.3,59.5
GUJARAT REGION,1964,0.1,0,0,0,4,106.2,371,296.3,114.6,0.5,0,0,892.7,0.1,4,888.1,0.5
GUJARAT REGION,1965,7.4,0,0.6,0.4,1.3,11.2,442.4,165.9,24.1,1,2.4,0.1,656.7,7.4,2.2,643.6,3.5
GUJARAT REGION,1966,0.2,0,0,0,0.5,123.1,316.4,71.2,183.9,0.8,0.3,0.1,696.7,0.2,0.6,694.6,1.2
GUJARAT REGION,1967,0,0,42.1,0.4,0.2,132.7,413.2,204.1,123.8,1,0,21.1,938.7,0,42.7,873.8,22.1
GUJARAT REGION,1968,0.1,0.3,1.2,0,0.1,33.8,279.1,297.1,45.8,10.3,0.1,0,668,0.4,1.4,655.9,10.3
GUJARAT REGION,1969,0,0.2,0,0,0,100.5,331.3,154.6,191.9,0,7.2,3.2,789,0.3,0,778.3,10.4
GUJARAT REGION,1970,0.2,1,0.1,0.1,5.3,262.6,261.2,495.8,321.8,5.8,0,0,1353.8,1.1,5.4,1341.4,5.8
GUJARAT REGION,1971,0,0.1,0,0.3,5,176.2,253.6,194.1,134.9,5,0,0,769.2,0.1,5.3,758.8,5
GUJARAT REGION,1972,0.1,2,0,0,1.8,87.8,208.4,180.4,23,0.2,0,0,503.8,2,1.9,499.7,0.2
GUJARAT REGION,1973,0.2,0.7,0.1,0,1.3,97.3,301.4,364.5,387,7.1,0,0.1,1159.6,0.9,1.4,1150.2,7.1
GUJARAT REGION,1974,0,0,0,0.6,51.3,22.1,135.5,103,68.7,38.6,0,1.5,421.3,0,51.9,329.3,40.1
GUJARAT REGION,1975,0,0,0.7,0,0.1,156,219.5,449.6,318.5,48.2,0,0,1192.7,0,0.9,1143.6,48.2
GUJARAT REGION,1976,3.2,0,0,0,0.2,342.5,584.4,482.4,149.5,0.2,57.7,0,1620.1,3.2,0.2,1558.8,57.9
GUJARAT REGION,1977,3.9,0.1,0.2,0.1,15.4,310.2,565.2,242.9,160,0.7,8.9,0,1307.7,4,15.8,1278.3,9.6
